Ftr1,Ftr2,Ftr3,Ftr4,Ftr5,Ftr6,Ftr7,Ftr8,Ftr9,Ftr10,label
-3.5852870976830147,1.6903338123210139,-5.008367390832339,-1.276873558742936,2.201695079729996,-2.052843627970101,-1.9361739851639483,-2.01744510566157,4.508003132615894,-9.679026592370887,1
5.269342524363923,3.6533723753785132,4.676557928200708,2.236624057094132,-4.007261119838749,4.621729527359275,-1.3685408531523966,-2.840361987896586,-2.790492585020387,0.8671201634667638,1
-7.9406686338017085,2.173177728870739,-2.7389620281867244,-7.498355357219328,-1.8161494800648725,2.5771670795327526,9.748079425001986,3.6522443226937007,3.9638747523201525,-0.7008988886244449,0
0.8230985522144034,-0.06944258154748603,-0.3719845744894301,6.2655396524744305,-1.903001159696469,2.713672791702058,0.9421697823334074,3.554972596292162,-1.043963423469326,-0.2980652508025259,2
9.189329606681184,1.902139042603392,9.23681115257152,-1.0135604699193521,1.2081336899387618,3.978239072514608,-8.361322241648768,2.7050969914564043,-7.12014363004918,-0.21541685816237321,1
-0.12257381013352564,5.017782494436834,1.6713407953533226,2.1381724189590665,4.871651965759159,-5.908391721200109,-2.3796206306856,6.029571006536745,2.7674426902790654,3.257097373999894,0
-7.872650639605416,4.792888824569013,4.902475881159747,-6.014194158410903,1.5580676329344936,1.329622715454326,-0.08656142385941212,-1.3120603043066197,-0.7227027975426203,-1.2290728674271219,1
-5.884865699422599,3.9657445476103885,2.621025782160615,3.698098935604101,10.284544378473907,0.8712198325490434,-4.476035196530752,8.135194310922529,-3.7232030602269885,4.096883248585065,0
2.952847098801051,-3.116357601068472,-1.9364581971473593,1.4410837666648644,0.6043777374611925,4.082779449740224,-1.872070048709896,0.980909134069321,2.38598993179549,-4.960131940993019,1
4.443804765024394,7.389799160602449,3.714716354797582,-1.0138334320634166,1.6669305943865294,7.481417739142525,-2.5793172974394234,-0.021745907055934932,3.850909909568716,1.7686722558913046,1
-0.7477213951314319,1.197195359534555,3.5679133414879423,-0.30113795910074437,5.268421124248811,1.8705291224868326,-1.4990917265389132,1.7562317003441021,-0.8268487114913259,-1.84305561090968,2
6.801037614478177,-1.824532443406621,5.266925113232656,0.7245774749818477,-0.16365042253077533,6.319170776944366,-4.658991739143071,2.1986059287782656,2.606589237340474,-0.9143405250743819,2
-8.568091605176257,-1.3975694588620118,1.825019205863169,3.70871306696459,2.8134391695159646,-6.119200922339059,-2.0714302076909554,-0.32545405395830374,0.2464744900359528,7.666772196137569,0
-2.821287802261644,-5.402946085151995,0.07572437943024024,-3.1596080013366903,0.9705269233681078,0.3227722457442299,-2.4764395032900612,1.7391620014926386,-7.812237255601842,2.8389402161827,0
-3.3727772219234655,7.162903221556142,2.1824267446789993,0.7630238325664633,-0.34017871066919086,3.487661485937344,-5.326893478369131,0.42665846188478607,0.42541546880245584,-3.6458919915854295,1
1.3287832538148483,4.31110200584848,4.646229212632066,-1.2361310288130363,5.483656568712635,0.23948221172740247,1.227472032690605,3.1156573944963037,6.625251531151414,-0.5465441352000382,1
6.871922086598084,2.8796260766129027,12.011569525926358,-4.1906417020511935,1.779639342794222,6.0958061367550584,-11.380750777720415,7.665254696381914,4.786623628636992,-6.6041710002959295,1
2.57408136663409,5.677330572250145,6.316791235096607,-4.8880636262220705,5.198427550401935,3.125704684780274,-3.188466943079708,-6.347199514025223,5.882911451046102,-4.71521011089024,2
4.832459981795863,-2.014942228027723,-0.7128300272474308,-7.186422432552243,-1.346340338923485,5.420493385635078,-4.757213054427269,4.53382027418172,-0.8467802425133306,-2.61645742676459,2
-2.088120640915884,5.468472197012934,12.802021170393123,3.7183552855363606,0.19815088943526626,-1.3212358516519678,4.676909693272526,0.535699470578056,6.486932881436583,-5.720018714416435,2
2.5687813785510487,-0.7419178347889859,5.8865236897472455,-3.283957681251758,9.966947727584994,-0.9620111342672395,1.619868993948347,3.5302379394382215,-3.1567725579345263,-1.2164027496537435,2
-3.749096117780396,-0.7480076688002892,-2.6537313879156734,-4.23928173105819,-2.6351542451392755,6.4475288588218795,-1.301438911760719,-5.978882968112241,-1.2833704706624824,-1.1374112700322034,1
-0.29076364555443934,-0.49298027185134874,7.9260221263667265,3.5490024405056206,3.1121556876939036,2.6895534954148212,-1.163061844894326,6.1535666865485785,3.0285584749858963,5.640903260007975,0
1.9737505704092952,-4.9851537029088515,1.8601812033554799,1.1847675883099984,-2.26193708857762,2.3612916396931825,-4.201598038789442,-1.5661325416045713,-2.6791287412713753,6.693403148454477,2
-1.2062790152690268,-3.0635676445018705,8.132944006118704,-2.567688624936502,-0.598779345665083,5.352964553378872,3.1978593172365546,-3.3521250221234453,3.3410717663711873,-5.559191869827777,1
2.921310876452387,-0.06758886795661656,4.841142085690619,-1.2274715567469623,1.879515683940455,-0.005818127179874288,1.9221684601999458,1.6851832234930817,6.458087428018362,-6.755755408210458,1
-1.4060896836519565,2.3272862989563126,-2.289370576639606,1.3772341602592202,1.7181000797694919,8.456353528693395,0.23612911822341687,2.5484075116111056,4.187301738536382,-1.959759579168701,1
-10.221619399041282,1.7623138371043128,-0.2884850735785274,7.908047829156934,8.895876852244353,2.8906315628829695,-8.732055547315383,6.1447390762156635,2.174810237271109,1.1517496968525593,0
2.051674087010588,2.635685643315897,-1.4835956367328205,-4.656584767584322,-0.5391437333521266,4.2907325001305505,-7.457304591343252,8.673708516727544,-0.6086582511860086,-4.214702626556599,1
-1.9588106676997952,5.192984102426019,3.91246020262861,1.0899105073185371,7.9800634946493805,3.1783889815834954,-2.3564972594886284,6.8210427160282805,1.490434452249907,2.285091267571632,1
-4.0458039343780365,1.5623643261213678,-0.24380444634197795,-1.2535931852263844,2.856112437047628,0.4163244869761611,-0.16704093379873997,3.918478798737082,6.312642709790057,0.8366983354895023,1
2.1650150805374,-3.9081755604633637,6.6237035616043975,-1.2281382700850194,1.5754887121012975,4.4980047661901725,0.33885550256669483,8.490364986207842,4.599552691868158,-9.693668533487315,2
7.219408437822547,9.60002282108628,4.33304381941481,-1.1133555979719874,-0.8082837034459229,-0.3918884491621015,-3.011499438900037,4.406964848455541,8.836771745093513,-4.061804901115146,1
-1.2643821078972568,-0.6937574689207263,1.2907838016024056,1.487657702158749,-7.324265896022556,0.4449170148337067,3.4078908916607054,-5.903363958586099,2.5657883629589806,0.8149805973497073,2
4.282947546065144,-4.68047959048691,2.3795486757363964,-4.044128712844705,-5.9793203959599275,3.5988510736551476,0.22965277089978797,4.733109711090588,-1.5883975718539318,2.0534845410278466,2
0.5628985348442987,2.701428912591962,4.0900602039513565,0.807721839912201,-0.17071834879095404,5.874319485940587,-3.3901199677961262,1.8784089817446752,4.866005931476537,-1.4133646720703614,2
-2.5393512852273865,-2.074792298066784,2.701246283714731,2.5777863623967106,-2.4933124804554327,3.136448854577601,2.5638932805743675,5.192724619326491,-0.181653181254414,0.0175367273997864,1
7.490889582405282,4.156936410703999,3.810100541675049,-3.6483639340723824,-1.6211438103170548,-4.582465561189085,1.0086149002835283,0.48055660460309346,4.4149127165537685,0.25824944431091845,2
0.09987427500195656,-5.01193061473122,-1.50270468612747,-8.14654470941875,-2.801742438066948,6.279472040673787,-7.373087418264086,-0.9419906927875511,5.499558643168253,-1.9557502467640466,2
7.235464728162531,7.258274283136588,-1.9530927229955126,-3.429660385972157,-1.173674825335507,2.305212277985353,-11.143923566566606,-1.8243476433288563,-0.07612873242105556,6.089599645103985,1
